qc_id,warehouse_id,product_id,category,inspection_date,defect_type,defect_severity,quantity_checked,quantity_defective,qc_status,flagged_for_review,inspector_level
QC10813,WH-410,PID6237,Home,2025-12-15,Missing Parts,Low,167,1,Fail,No,Junior
QC10814,WH-101,PID8502,Electronics,2026-01-07,Label Error,Medium,15,10,Fail,No,Junior
QC10815,WH-101,PID1641,Beauty,2026-02-26,Wrong Item,Low,120,3,Fail,No,Automated
QC10816,WH-203,PID1636,Electronics,2025-11-09,Functional Failure,Low,44,0,Pass,No,Junior
QC10817,WH-203,PID5624,Clothing,2025-12-29,Functional Failure,Low,28,2,Fail,No,Automated
QC10818,WH-305,PID5086,Clothing,2026-01-16,Wrong Item,Low,10,3,Fail,No,Automated
QC10819,WH-101,PID5231,Sports,2026-02-08,Label Error,Medium,197,4,Fail,No,Automated
QC10820,WH-203,PID7330,Electronics,2026-01-27,Missing Parts,Medium,145,7,Fail,No,Automated
QC10821,WH-203,PID7413,Clothing,2025-11-24,Barcode Issue,Low,53,2,Fail,No,Junior
QC10822,WH-305,PID9427,Beauty,2026-02-18,Functional Failure,Medium,178,7,Fail,No,Senior
QC10823,WH-410,PID1832,Sports,2025-12-06,Missing Parts,Low,146,0,Pass,No,Senior
QC10824,WH-203,PID4875,Clothing,2025-09-20,Packaging Damage,Low,177,1,Fail,No,Senior
QC10825,WH-512,PID2008,Electronics,2025-11-02,Functional Failure,High,75,17,Fail,Yes,Junior
QC10826,WH-410,PID5374,Home,2026-02-26,Label Error,Medium,119,2,Fail,No,Junior
QC10827,WH-305,PID8822,Clothing,2026-01-03,Packaging Damage,Low,122,2,Fail,No,Senior
QC10828,WH-203,PID5683,Sports,2026-01-16,Wrong Item,Low,104,3,Fail,No,Automated
QC10829,WH-512,PID4387,Electronics,2025-12-06,Wrong Item,Low,140,1,Fail,No,Automated
QC10830,WH-305,PID8428,Home,2025-11-16,Cosmetic Defect,Low,25,1,Fail,No,Junior
QC10831,WH-305,PID2194,Home,2025-09-18,Missing Parts,Low,197,2,Fail,No,Senior
QC10832,WH-410,PID1554,Clothing,2025-12-24,Wrong Item,Low,164,3,Fail,No,Senior
QC10833,WH-512,PID1060,Home,2026-02-20,Barcode Issue,Low,169,2,Fail,No,Automated
QC10834,WH-101,PID9761,Sports,2026-01-29,Barcode Issue,Medium,29,4,Fail,No,Automated
QC10835,WH-512,PID7066,Clothing,2025-12-20,Packaging Damage,Low,13,0,Pass,No,Junior
QC10836,WH-410,PID8969,Home,2025-12-17,Functional Failure,High,151,8,Fail,Yes,Junior
QC10837,WH-305,PID2499,Electronics,2025-10-05,Packaging Damage,Low,172,1,Fail,No,Automated
QC10838,WH-512,PID6666,Home,2025-12-14,Functional Failure,Low,103,0,Pass,No,Senior
QC10839,WH-410,PID4226,Clothing,2026-01-19,Functional Failure,Low,176,0,Pass,No,Senior
QC10840,WH-305,PID5899,Sports,2026-02-13,Functional Failure,Medium,85,10,Fail,No,Senior
QC10841,WH-203,PID8237,Electronics,2026-02-22,Functional Failure,Low,38,0,Pass,No,Junior
QC10842,WH-203,PID7836,Beauty,2025-10-09,Wrong Item,Low,195,2,Fail,No,Senior
QC10843,WH-203,PID4406,Sports,2026-01-06,Missing Parts,Low,142,3,Fail,No,Automated
QC10844,WH-305,PID1188,Sports,2025-10-27,Functional Failure,Low,155,2,Fail,No,Automated
QC10845,WH-203,PID1373,Sports,2025-09-30,Barcode Issue,Medium,186,10,Fail,No,Junior
QC10846,WH-305,PID9115,Sports,2025-11-10,Packaging Damage,Medium,196,3,Fail,No,Automated
QC10847,WH-305,PID6651,Beauty,2026-01-17,Barcode Issue,Low,178,3,Fail,No,Senior
QC10848,WH-410,PID7183,Home,2025-09-30,Cosmetic Defect,Low,136,1,Fail,No,Senior
QC10849,WH-410,PID6564,Sports,2025-09-18,Packaging Damage,High,99,18,Fail,Yes,Senior
QC10850,WH-101,PID2896,Beauty,2025-10-27,Functional Failure,Medium,180,3,Fail,No,Senior
QC10851,WH-203,PID4500,Sports,2025-11-26,Label Error,Low,198,1,Fail,No,Automated
QC10852,WH-305,PID3323,Home,2025-12-21,Cosmetic Defect,Low,56,0,Pass,No,Automated
QC10853,WH-410,PID6263,Clothing,2026-01-01,Wrong Item,Medium,50,3,Fail,No,Senior
QC10854,WH-512,PID2410,Clothing,2025-09-16,Barcode Issue,Low,157,0,Pass,No,Junior
QC10855,WH-410,PID8145,Home,2025-12-24,Label Error,Medium,57,7,Fail,No,Senior
QC10856,WH-512,PID2796,Beauty,2026-01-12,Missing Parts,Medium,155,10,Fail,No,Senior
QC10857,WH-305,PID1860,Sports,2025-12-23,Functional Failure,Medium,50,4,Fail,No,Senior
QC10858,WH-203,PID1494,Beauty,2025-11-22,Wrong Item,Low,110,2,Fail,No,Automated
QC10859,WH-101,PID6167,Home,2025-09-23,Cosmetic Defect,Low,76,3,Fail,No,Junior
QC10860,WH-101,PID6192,Electronics,2026-02-14,Functional Failure,Medium,111,4,Fail,No,Junior
QC10861,WH-410,PID7048,Electronics,2025-11-12,Functional Failure,Low,161,1,Fail,No,Automated
QC10862,WH-305,PID5334,Electronics,2026-01-30,Missing Parts,Low,58,1,Fail,No,Junior
QC10863,WH-101,PID8868,Electronics,2025-11-04,Functional Failure,Low,194,1,Fail,No,Junior
QC10864,WH-512,PID2659,Beauty,2025-09-11,Label Error,Low,87,0,Pass,No,Automated
QC10865,WH-203,PID1554,Electronics,2026-01-17,Packaging Damage,High,145,11,Fail,Yes,Senior
QC10866,WH-410,PID2637,Electronics,2025-11-14,Label Error,Medium,52,4,Fail,No,Automated
QC10867,WH-410,PID4933,Clothing,2025-12-28,Cosmetic Defect,High,14,14,Fail,Yes,Automated
QC10868,WH-410,PID6886,Beauty,2025-09-27,Cosmetic Defect,Medium,26,6,Fail,No,Senior
QC10869,WH-203,PID8309,Beauty,2026-01-22,Functional Failure,High,122,11,Fail,Yes,Automated
QC10870,WH-305,PID7511,Beauty,2025-11-15,Packaging Damage,Low,70,3,Fail,No,Senior
QC10871,WH-203,PID8010,Electronics,2026-01-23,Functional Failure,Low,11,0,Pass,No,Senior
QC10872,WH-203,PID5780,Clothing,2026-02-18,Cosmetic Defect,Low,121,1,Fail,No,Automated
QC10873,WH-101,PID6923,Clothing,2026-02-08,Label Error,Medium,36,6,Fail,No,Junior
QC10874,WH-305,PID2669,Home,2025-12-09,Functional Failure,Medium,60,7,Fail,No,Junior
QC10875,WH-305,PID7096,Sports,2026-02-08,Packaging Damage,Medium,32,2,Fail,No,Junior
QC10876,WH-410,PID2314,Home,2025-11-08,Cosmetic Defect,Low,118,2,Fail,No,Junior
QC10877,WH-410,PID2162,Electronics,2025-12-25,Packaging Damage,Low,27,1,Fail,No,Senior
QC10878,WH-203,PID8229,Sports,2026-01-23,Cosmetic Defect,Medium,72,10,Fail,No,Senior
QC10879,WH-410,PID1576,Clothing,2026-02-11,Cosmetic Defect,High,74,8,Fail,Yes,Automated
QC10880,WH-203,PID1492,Electronics,2026-01-13,Functional Failure,Medium,36,8,Fail,No,Junior
QC10881,WH-512,PID7928,Clothing,2026-02-05,Missing Parts,Low,199,0,Pass,No,Junior
QC10882,WH-101,PID9498,Clothing,2026-01-07,Label Error,Low,56,3,Fail,No,Senior
QC10883,WH-410,PID2705,Clothing,2025-11-29,Cosmetic Defect,Low,10,1,Fail,No,Junior
QC10884,WH-512,PID6352,Beauty,2025-12-14,Cosmetic Defect,Medium,19,6,Fail,No,Automated
QC10885,WH-410,PID7890,Clothing,2025-12-08,Functional Failure,Low,152,2,Fail,No,Senior
QC10886,WH-410,PID9223,Sports,2025-10-19,Cosmetic Defect,Low,194,2,Fail,No,Automated
QC10887,WH-101,PID7751,Home,2025-10-28,Label Error,Low,190,1,Fail,No,Senior
QC10888,WH-305,PID4932,Electronics,2025-10-20,Packaging Damage,Low,68,0,Pass,No,Automated
QC10889,WH-101,PID8990,Home,2025-12-30,Barcode Issue,Low,99,3,Fail,No,Automated
QC10890,WH-410,PID9638,Home,2025-09-16,Label Error,Low,172,2,Fail,No,Junior
QC10891,WH-101,PID7050,Clothing,2025-09-05,Wrong Item,Medium,196,7,Fail,No,Senior
QC10892,WH-305,PID3325,Home,2026-02-16,Wrong Item,Low,128,3,Fail,No,Senior
QC10893,WH-512,PID9079,Clothing,2025-11-24,Functional Failure,Low,180,1,Fail,No,Automated
QC10894,WH-410,PID1623,Sports,2026-01-27,Missing Parts,Low,59,1,Fail,No,Junior
QC10895,WH-203,PID4998,Home,2025-12-23,Wrong Item,Low,154,1,Fail,No,Senior
QC10896,WH-203,PID7976,Home,2025-11-13,Wrong Item,Medium,23,4,Fail,No,Senior
QC10897,WH-203,PID8940,Beauty,2025-09-20,Functional Failure,Medium,20,7,Fail,No,Automated
QC10898,WH-203,PID6582,Clothing,2025-09-11,Packaging Damage,Medium,110,5,Fail,No,Senior
QC10899,WH-203,PID8075,Sports,2025-12-25,Missing Parts,Low,198,0,Pass,No,Senior
QC10900,WH-410,PID4189,Sports,2026-01-27,Barcode Issue,Medium,104,9,Fail,No,Junior
QC10901,WH-305,PID3009,Electronics,2026-02-14,Label Error,Medium,167,3,Fail,No,Junior
QC10902,WH-305,PID1280,Clothing,2026-01-18,Barcode Issue,Low,10,2,Fail,No,Junior
QC10903,WH-101,PID9035,Home,2025-11-25,Packaging Damage,Low,161,0,Pass,No,Automated
QC10904,WH-410,PID2390,Beauty,2026-02-21,Wrong Item,Low,168,3,Fail,No,Automated
QC10905,WH-101,PID9484,Home,2026-01-14,Cosmetic Defect,Low,94,3,Fail,No,Junior
QC10906,WH-305,PID4952,Sports,2025-12-07,Missing Parts,Low,134,0,Pass,No,Junior
QC10907,WH-203,PID3776,Sports,2025-12-22,Wrong Item,Low,182,0,Pass,No,Senior
QC10908,WH-101,PID4962,Clothing,2026-02-18,Wrong Item,Low,98,0,Pass,No,Automated
QC10909,WH-101,PID5154,Home,2025-10-07,Wrong Item,Low,184,3,Fail,No,Senior
QC10910,WH-512,PID9042,Home,2025-09-03,Cosmetic Defect,Low,88,0,Pass,No,Senior
QC10911,WH-410,PID6771,Sports,2025-12-03,Wrong Item,Medium,95,8,Fail,No,Senior
QC10912,WH-305,PID7931,Beauty,2025-10-12,Wrong Item,Low,25,2,Fail,No,Senior
QC10913,WH-410,PID6315,Home,2025-10-19,Cosmetic Defect,Low,58,3,Fail,No,Automated
QC10914,WH-410,PID3517,Home,2025-12-18,Barcode Issue,Low,99,1,Fail,No,Automated
QC10915,WH-203,PID5768,Sports,2025-09-24,Barcode Issue,Low,132,1,Fail,No,Junior
QC10916,WH-410,PID9452,Home,2025-10-19,Wrong Item,Low,200,0,Pass,No,Senior
QC10917,WH-203,PID6524,Clothing,2026-02-26,Barcode Issue,Medium,95,5,Fail,No,Automated
QC10918,WH-203,PID7262,Beauty,2026-01-20,Label Error,Low,66,0,Pass,No,Senior
QC10919,WH-203,PID4679,Sports,2026-02-03,Missing Parts,Low,46,0,Pass,No,Junior
QC10920,WH-203,PID3957,Clothing,2025-09-14,Barcode Issue,Low,109,0,Pass,No,Junior
QC10921,WH-512,PID5169,Home,2026-02-17,Cosmetic Defect,Low,93,0,Pass,No,Junior
QC10922,WH-101,PID9244,Beauty,2025-09-15,Packaging Damage,Low,104,1,Fail,No,Senior
QC10923,WH-305,PID3918,Sports,2025-12-27,Functional Failure,Medium,167,9,Fail,No,Senior
QC10924,WH-203,PID1198,Home,2026-01-05,Missing Parts,Low,77,1,Fail,No,Automated
QC10925,WH-203,PID9780,Clothing,2025-12-30,Barcode Issue,Medium,69,10,Fail,No,Automated
QC10926,WH-512,PID4781,Electronics,2025-11-11,Cosmetic Defect,Low,33,0,Pass,No,Junior
QC10927,WH-101,PID9575,Electronics,2026-01-23,Wrong Item,High,25,12,Fail,Yes,Junior
QC10928,WH-512,PID6236,Sports,2025-10-27,Barcode Issue,Low,168,1,Fail,No,Automated
QC10929,WH-101,PID9684,Beauty,2025-11-14,Functional Failure,Low,151,3,Fail,No,Automated
QC10930,WH-512,PID5490,Beauty,2025-11-24,Missing Parts,Medium,54,3,Fail,No,Junior
QC10931,WH-305,PID2725,Beauty,2025-10-25,Packaging Damage,Medium,151,9,Fail,No,Junior
QC10932,WH-305,PID6396,Electronics,2025-11-05,Barcode Issue,Low,19,3,Fail,No,Automated
QC10933,WH-512,PID5416,Clothing,2026-02-23,Cosmetic Defect,Medium,162,10,Fail,No,Senior
QC10934,WH-410,PID4295,Sports,2026-01-17,Label Error,Low,137,1,Fail,No,Senior
QC10935,WH-203,PID3406,Electronics,2026-01-01,Label Error,Medium,160,3,Fail,No,Automated
QC10936,WH-410,PID9352,Clothing,2026-01-13,Functional Failure,Low,21,3,Fail,No,Senior
QC10937,WH-101,PID7511,Clothing,2025-11-12,Wrong Item,Low,190,1,Fail,No,Junior
QC10938,WH-101,PID7669,Beauty,2025-12-18,Label Error,Low,30,2,Fail,No,Automated
QC10939,WH-512,PID6210,Beauty,2025-11-17,Cosmetic Defect,Low,181,0,Pass,No,Automated
QC10940,WH-305,PID5691,Clothing,2025-09-24,Barcode Issue,Medium,103,5,Fail,No,Junior
QC10941,WH-305,PID8739,Electronics,2025-09-29,Functional Failure,Medium,134,9,Fail,No,Senior
QC10942,WH-512,PID5558,Sports,2025-12-05,Functional Failure,Low,145,3,Fail,No,Senior
QC10943,WH-203,PID1897,Sports,2025-09-30,Cosmetic Defect,Low,61,2,Fail,No,Automated
QC10944,WH-203,PID9510,Electronics,2025-11-03,Missing Parts,Medium,39,4,Fail,No,Junior
QC10945,WH-512,PID7218,Home,2025-11-29,Packaging Damage,Low,21,0,Pass,No,Automated
QC10946,WH-101,PID8199,Electronics,2026-02-23,Packaging Damage,Low,46,3,Fail,No,Senior
QC10947,WH-305,PID2950,Home,2026-01-24,Wrong Item,Low,144,3,Fail,No,Automated
QC10948,WH-305,PID4658,Beauty,2026-01-11,Missing Parts,Low,197,0,Pass,No,Automated
QC10949,WH-101,PID9135,Home,2025-10-08,Functional Failure,Low,181,2,Fail,No,Automated
QC10950,WH-512,PID3869,Beauty,2025-12-18,Barcode Issue,Medium,36,8,Fail,No,Junior
QC10951,WH-203,PID4245,Beauty,2026-01-02,Cosmetic Defect,Low,57,1,Fail,No,Junior
QC10952,WH-101,PID9775,Home,2025-11-24,Label Error,Medium,154,7,Fail,No,Senior
QC10953,WH-410,PID6666,Sports,2025-11-19,Barcode Issue,Low,103,3,Fail,No,Automated
QC10954,WH-410,PID8549,Electronics,2025-12-08,Label Error,Medium,178,7,Fail,No,Senior
QC10955,WH-410,PID6847,Electronics,2026-01-06,Wrong Item,Medium,33,2,Fail,No,Junior
QC10956,WH-203,PID9366,Sports,2026-02-09,Barcode Issue,Medium,146,3,Fail,No,Junior
QC10957,WH-203,PID8684,Clothing,2026-01-27,Cosmetic Defect,Low,197,0,Pass,No,Automated
QC10958,WH-410,PID7111,Beauty,2026-01-17,Functional Failure,Low,10,0,Pass,No,Senior
QC10959,WH-203,PID1376,Beauty,2025-10-09,Missing Parts,High,167,13,Fail,Yes,Junior
QC10960,WH-101,PID5223,Electronics,2025-09-14,Packaging Damage,Low,105,2,Fail,No,Senior
QC10961,WH-305,PID6711,Sports,2026-01-20,Barcode Issue,Low,174,3,Fail,No,Senior
QC10962,WH-512,PID2603,Sports,2026-02-23,Wrong Item,Low,114,3,Fail,No,Junior
QC10963,WH-101,PID7088,Sports,2025-09-12,Missing Parts,Low,39,1,Fail,No,Automated
QC10964,WH-305,PID6267,Electronics,2025-11-05,Label Error,Low,77,2,Fail,No,Automated
QC10965,WH-203,PID9126,Clothing,2026-02-27,Packaging Damage,Low,124,2,Fail,No,Junior
QC10966,WH-410,PID9318,Home,2026-01-01,Label Error,Low,162,1,Fail,No,Automated
QC10967,WH-203,PID2448,Home,2026-02-26,Missing Parts,Low,121,2,Fail,No,Senior
QC10968,WH-101,PID9245,Beauty,2025-11-15,Label Error,Low,170,3,Fail,No,Junior
QC10969,WH-410,PID5694,Sports,2026-02-07,Packaging Damage,Low,164,3,Fail,No,Automated
QC10970,WH-305,PID9379,Beauty,2025-12-16,Cosmetic Defect,Low,110,3,Fail,No,Senior
QC10971,WH-305,PID7493,Sports,2026-02-24,Missing Parts,Medium,61,6,Fail,No,Automated
QC10972,WH-203,PID4712,Beauty,2025-09-25,Wrong Item,Low,92,0,Pass,No,Senior
QC10973,WH-512,PID1921,Beauty,2026-02-11,Cosmetic Defect,Low,40,0,Pass,No,Automated
QC10974,WH-512,PID1738,Beauty,2025-10-30,Barcode Issue,Medium,20,4,Fail,No,Automated
QC10975,WH-512,PID7560,Beauty,2025-11-09,Cosmetic Defect,Low,168,2,Fail,No,Senior
QC10976,WH-203,PID5235,Beauty,2025-09-16,Label Error,Low,24,1,Fail,No,Senior
QC10977,WH-101,PID9389,Electronics,2025-10-09,Wrong Item,Low,13,3,Fail,No,Senior
QC10978,WH-101,PID3181,Electronics,2025-09-06,Missing Parts,Medium,45,6,Fail,No,Senior
QC10979,WH-410,PID6105,Electronics,2025-11-20,Wrong Item,Low,98,2,Fail,No,Senior
QC10980,WH-305,PID4530,Clothing,2025-10-22,Packaging Damage,Medium,29,5,Fail,No,Senior
QC10981,WH-101,PID2931,Clothing,2025-10-22,Barcode Issue,Low,20,1,Fail,No,Junior
QC10982,WH-101,PID8094,Sports,2025-10-21,Cosmetic Defect,Low,193,2,Fail,No,Senior
QC10983,WH-305,PID9817,Sports,2025-09-27,Cosmetic Defect,High,92,22,Fail,Yes,Senior
QC10984,WH-410,PID4297,Sports,2025-09-04,Label Error,Medium,59,2,Fail,No,Junior
QC10985,WH-203,PID9732,Beauty,2025-10-30,Wrong Item,Medium,125,8,Fail,No,Automated
QC10986,WH-512,PID1684,Clothing,2026-02-25,Packaging Damage,Low,179,2,Fail,No,Junior
QC10987,WH-305,PID2899,Clothing,2025-09-02,Label Error,Low,82,0,Pass,No,Senior
QC10988,WH-203,PID3414,Clothing,2026-01-07,Wrong Item,Low,177,3,Fail,No,Senior
QC10989,WH-512,PID9273,Sports,2026-01-07,Packaging Damage,Medium,93,9,Fail,No,Junior
QC10990,WH-512,PID7743,Home,2025-12-15,Packaging Damage,Medium,79,10,Fail,No,Automated
QC10991,WH-203,PID1450,Clothing,2025-11-22,Barcode Issue,Low,16,0,Pass,No,Senior
QC10992,WH-101,PID3781,Home,2026-01-13,Label Error,Medium,41,8,Fail,No,Automated
QC10993,WH-101,PID9411,Clothing,2026-01-27,Cosmetic Defect,Medium,88,3,Fail,No,Junior
QC10994,WH-410,PID8894,Home,2025-12-17,Barcode Issue,Low,131,1,Fail,No,Junior
QC10995,WH-305,PID3274,Beauty,2025-11-29,Packaging Damage,Low,63,0,Pass,No,Junior
QC10996,WH-101,PID5834,Electronics,2025-09-23,Cosmetic Defect,Low,103,2,Fail,No,Senior
QC10997,WH-305,PID4615,Electronics,2025-11-09,Wrong Item,Low,113,2,Fail,No,Senior
QC10998,WH-512,PID3048,Home,2025-12-29,Label Error,High,109,21,Fail,Yes,Junior
QC10999,WH-101,PID3684,Home,2025-10-14,Label Error,Low,101,2,Fail,No,Automated
